,index,date,close,diff,open,high,low,volume
0,0,2017.06.22,17750.0,250.0,15300.0,20000.0,15300.0,23.0
1,1,2017.06.23,19950.0,2200.0,15100.0,19950.0,15100.0,162.0
2,2,2017.06.26,17000.0,2950.0,17000.0,22900.0,17000.0,186.0
3,3,2017.06.27,19350.0,2350.0,14450.0,19350.0,14450.0,6.0
4,4,2017.06.28,21600.0,2250.0,16450.0,21600.0,16450.0,6.0
5,5,2017.06.29,18400.0,3200.0,18400.0,18400.0,18400.0,60.0
6,6,2017.06.30,15650.0,2750.0,15650.0,15650.0,15650.0,5.0
7,7,2017.07.03,14250.0,1400.0,13450.0,14250.0,13450.0,81.0
8,8,2017.07.04,14500.0,250.0,14400.0,14500.0,14400.0,31.0
9,9,2017.07.05,14950.0,450.0,12450.0,15000.0,12450.0,192.0
10,10,2017.07.06,13600.0,1350.0,12850.0,13600.0,12850.0,81.0
11,11,2017.07.07,12400.0,1200.0,11700.0,12400.0,11700.0,91.0
12,12,2017.07.10,11250.0,1150.0,11250.0,11250.0,11250.0,0.0
13,13,2017.07.11,12900.0,1650.0,12900.0,12900.0,12900.0,1.0
14,14,2017.07.12,14500.0,1600.0,14500.0,14500.0,14500.0,50.0
15,15,2017.07.13,16500.0,2000.0,16500.0,16500.0,16500.0,1.0
16,16,2017.07.14,15900.0,600.0,14050.0,15900.0,14050.0,4.0
17,17,2017.07.17,17850.0,1950.0,17850.0,17850.0,17850.0,1.0
18,18,2017.07.18,20350.0,2500.0,17850.0,20350.0,17850.0,2.0
19,19,2017.07.19,23200.0,2850.0,20350.0,23200.0,20350.0,2.0
20,20,2017.07.20,26550.0,3350.0,19750.0,26550.0,19750.0,6.0
21,21,2017.07.21,30450.0,3900.0,22600.0,30450.0,22600.0,6.0
22,22,2017.07.24,33950.0,3500.0,30450.0,34850.0,25900.0,8.0
23,23,2017.07.25,33950.0,0.0,0.0,0.0,0.0,0.0
24,24,2017.07.26,28900.0,5050.0,28900.0,28900.0,28900.0,40.0
25,25,2017.07.27,24600.0,4300.0,24600.0,24600.0,24600.0,40.0
26,26,2017.07.28,21100.0,3500.0,21100.0,21100.0,21100.0,50.0
27,27,2017.07.31,21000.0,100.0,17950.0,21000.0,17950.0,6.0
28,28,2017.08.01,18000.0,3000.0,18000.0,18000.0,18000.0,60.0
29,29,2017.08.02,15400.0,2600.0,15400.0,15400.0,15400.0,68.0
30,30,2017.08.03,17500.0,2100.0,13200.0,17500.0,13100.0,185.0
31,31,2017.08.04,18350.0,850.0,18350.0,18350.0,18350.0,80.0
32,32,2017.08.07,15600.0,2750.0,21000.0,21000.0,15600.0,35.0
33,33,2017.08.08,13400.0,2200.0,13400.0,13400.0,13400.0,80.0
34,34,2017.08.09,12150.0,1250.0,12150.0,12150.0,12150.0,0.0
35,35,2017.08.10,11050.0,1100.0,11050.0,11050.0,11050.0,0.0
36,36,2017.08.11,10050.0,1000.0,10050.0,10050.0,10050.0,0.0
37,37,2017.08.14,9150.0,900.0,9150.0,9150.0,9150.0,0.0
38,38,2017.08.16,10450.0,1300.0,10450.0,10450.0,10450.0,50.0
39,39,2017.08.17,11950.0,1500.0,11950.0,11950.0,11950.0,20.0
40,40,2017.08.18,10300.0,1650.0,10300.0,10300.0,10300.0,20.0
41,41,2017.08.21,9420.0,880.0,9420.0,9420.0,9420.0,0.0
42,42,2017.08.22,10800.0,1380.0,9420.0,10800.0,9420.0,501.0
43,43,2017.08.23,9840.0,960.0,9290.0,9840.0,9200.0,126.0
44,44,2017.08.24,8950.0,890.0,8950.0,8950.0,8950.0,0.0
45,45,2017.08.25,10100.0,1150.0,10100.0,10100.0,10100.0,0.0
46,46,2017.08.28,9200.0,900.0,9200.0,9200.0,9200.0,0.0
47,47,2017.08.29,9590.0,390.0,8990.0,10450.0,8990.0,1330.0
48,48,2017.08.30,10750.0,1160.0,8240.0,10750.0,8240.0,1326.0
49,49,2017.08.31,9240.0,1510.0,9240.0,9240.0,9240.0,110.0
50,50,2017.09.01,9340.0,100.0,7940.0,9340.0,7940.0,2.0
51,51,2017.09.04,9330.0,10.0,8020.0,9330.0,8020.0,2819.0
52,52,2017.09.05,9290.0,40.0,8020.0,9290.0,8020.0,131.0
53,53,2017.09.06,8450.0,840.0,7980.0,8450.0,7980.0,131.0
54,54,2017.09.07,9000.0,550.0,7690.0,9000.0,7190.0,1146.0
55,55,2017.09.08,9500.0,500.0,7730.0,9500.0,7730.0,132.0
56,56,2017.09.11,8160.0,1340.0,8160.0,8160.0,8160.0,110.0
57,57,2017.09.12,7420.0,740.0,7420.0,7420.0,7420.0,0.0
58,58,2017.09.13,6750.0,670.0,6750.0,6750.0,6750.0,160.0
59,59,2017.09.14,7700.0,950.0,7760.0,7760.0,7700.0,163.0
60,60,2017.09.15,8850.0,1150.0,8850.0,8850.0,8850.0,188.0
61,61,2017.09.18,9800.0,950.0,7530.0,10000.0,7530.0,628.0
62,62,2017.09.19,10900.0,1100.0,8330.0,10900.0,8330.0,131.0
63,63,2017.09.20,11850.0,950.0,9400.0,11850.0,9400.0,111.0
64,64,2017.09.21,10200.0,1650.0,10200.0,10200.0,10200.0,99.0
65,65,2017.09.22,9300.0,900.0,8800.0,9300.0,8700.0,130.0
66,66,2017.09.25,8440.0,860.0,8440.0,8440.0,8440.0,0.0
67,67,2017.09.26,7180.0,1260.0,7680.0,7680.0,7180.0,234.0
68,68,2017.09.27,8250.0,1070.0,8250.0,8250.0,8250.0,10.0
69,69,2017.09.28,7510.0,740.0,7510.0,7510.0,7510.0,0.0
70,70,2017.09.29,8490.0,980.0,6830.0,8490.0,6450.0,418.0
71,71,2017.10.10,7220.0,1270.0,7220.0,7220.0,7220.0,60.0
72,72,2017.10.11,7690.0,470.0,6570.0,7690.0,6570.0,342.0
73,73,2017.10.12,8500.0,810.0,8500.0,8500.0,8500.0,1.0
74,74,2017.10.13,7230.0,1270.0,7300.0,7300.0,7230.0,159.0
75,75,2017.10.16,7500.0,270.0,6580.0,7500.0,6580.0,181.0
76,76,2017.10.17,6800.0,700.0,6800.0,6800.0,6800.0,0.0
77,77,2017.10.18,7500.0,700.0,7500.0,7500.0,7500.0,1.0
78,78,2017.10.19,6800.0,700.0,6800.0,6800.0,6800.0,0.0
79,79,2017.10.20,7820.0,1020.0,6170.0,7820.0,6170.0,181.0
80,80,2017.10.23,7080.0,740.0,6710.0,7080.0,6650.0,303.0
81,81,2017.10.24,6400.0,680.0,6400.0,6400.0,6400.0,50.0
82,82,2017.10.25,5810.0,590.0,5810.0,5810.0,5810.0,50.0
83,83,2017.10.26,5270.0,540.0,5270.0,5270.0,5270.0,100.0
84,84,2017.10.27,4700.0,570.0,4700.0,4700.0,4700.0,0.0
85,85,2017.10.30,4270.0,430.0,4270.0,4270.0,4270.0,0.0
86,86,2017.10.31,3890.0,380.0,3890.0,3890.0,3890.0,0.0
87,87,2017.11.01,3600.0,290.0,3400.0,3600.0,3400.0,5.0
88,88,2017.11.02,3900.0,300.0,3285.0,3990.0,3285.0,580.0
89,89,2017.11.03,3900.0,0.0,3900.0,3900.0,3900.0,300.0
90,90,2017.11.06,4100.0,200.0,4100.0,4100.0,4100.0,100.0
91,91,2017.11.07,4715.0,615.0,3615.0,4715.0,3615.0,54.0
92,92,2017.11.08,4280.0,435.0,4280.0,4280.0,4280.0,200.0
93,93,2017.11.09,4900.0,620.0,4900.0,4900.0,4900.0,1.0
94,94,2017.11.10,5300.0,400.0,5300.0,5300.0,4165.0,3.0
95,95,2017.11.13,5300.0,0.0,5000.0,5300.0,5000.0,201.0
96,96,2017.11.14,5890.0,590.0,5900.0,5900.0,4510.0,3.0
97,97,2017.11.15,5500.0,390.0,5500.0,5500.0,5500.0,200.0
98,98,2017.11.16,5300.0,200.0,5000.0,5300.0,5000.0,237.0
99,99,2017.11.17,5300.0,0.0,5300.0,5300.0,5300.0,0.0
100,100,2017.11.20,5000.0,300.0,5000.0,5000.0,5000.0,24.0
101,101,2017.11.21,5000.0,0.0,5000.0,5000.0,5000.0,0.0
102,102,2017.11.22,4600.0,400.0,4250.0,4600.0,4250.0,4.0
103,103,2017.11.23,5200.0,600.0,4660.0,5200.0,4660.0,231.0
104,104,2017.11.24,5300.0,100.0,5000.0,5300.0,5000.0,201.0
105,105,2017.11.27,5300.0,0.0,5300.0,5300.0,5300.0,29.0
106,106,2017.11.28,5300.0,0.0,5300.0,5300.0,5300.0,0.0
107,107,2017.11.29,6000.0,700.0,5300.0,6000.0,5300.0,511.0
108,108,2017.11.30,6870.0,870.0,6000.0,6870.0,6000.0,2.0
109,109,2017.12.01,6200.0,670.0,6200.0,6200.0,6200.0,170.0
110,110,2017.12.04,7120.0,920.0,5500.0,7120.0,5500.0,2151.0
111,111,2017.12.05,6500.0,620.0,6500.0,6500.0,6500.0,160.0
112,112,2017.12.06,6140.0,360.0,6140.0,6140.0,6140.0,0.0
113,113,2017.12.07,5830.0,310.0,5830.0,5830.0,5830.0,0.0
114,114,2017.12.08,5720.0,110.0,5720.0,5720.0,5720.0,0.0
115,115,2017.12.11,5610.0,110.0,5610.0,5610.0,5610.0,0.0
116,116,2017.12.12,5510.0,100.0,5510.0,5510.0,5510.0,10.0
117,117,2017.12.13,6330.0,820.0,6330.0,6330.0,6330.0,1.0
118,118,2017.12.14,5800.0,530.0,5800.0,5800.0,5800.0,10.0
119,119,2017.12.15,5510.0,290.0,5510.0,5510.0,5510.0,0.0
120,120,2017.12.18,6330.0,820.0,5250.0,6330.0,5250.0,212.0
121,121,2017.12.19,5700.0,630.0,5700.0,5700.0,5700.0,180.0
122,122,2017.12.20,5700.0,0.0,5700.0,5700.0,5700.0,0.0
123,123,2017.12.21,5450.0,250.0,5450.0,5450.0,5450.0,0.0
124,124,2017.12.22,5190.0,260.0,5190.0,5190.0,5190.0,0.0
