,index,date,close,diff,open,high,low,volume
0,0,2016.03.21,1545.0,200.0,1545.0,1545.0,1545.0,0.0
1,1,2016.03.22,1545.0,0.0,1545.0,1545.0,1545.0,0.0
2,2,2016.03.23,1545.0,0.0,1545.0,1545.0,1545.0,0.0
3,3,2016.03.24,1600.0,55.0,1600.0,1600.0,1600.0,0.0
4,4,2016.03.25,1840.0,240.0,1840.0,1840.0,1840.0,0.0
5,5,2016.03.28,2115.0,275.0,2115.0,2115.0,2115.0,0.0
6,6,2016.03.29,2430.0,315.0,2115.0,2430.0,2115.0,1180.0
7,7,2016.03.30,2790.0,360.0,2790.0,2790.0,2780.0,1300.0
8,8,2016.03.31,3100.0,310.0,3100.0,3100.0,3100.0,500.0
9,9,2016.04.01,3100.0,0.0,3100.0,3500.0,2650.0,270.0
10,10,2016.04.04,3100.0,0.0,2700.0,3100.0,2700.0,1375.0
11,11,2016.04.05,3300.0,200.0,2635.0,3300.0,2635.0,533.0
12,12,2016.04.06,3795.0,495.0,3795.0,3795.0,3795.0,1.0
13,13,2016.04.07,4355.0,560.0,4355.0,4355.0,4355.0,1.0
14,14,2016.04.08,5000.0,645.0,5000.0,5000.0,5000.0,1.0
15,15,2016.04.11,5000.0,0.0,4250.0,5000.0,4250.0,310.0
16,16,2016.04.12,4650.0,350.0,4650.0,4650.0,4650.0,0.0
17,17,2016.04.14,4190.0,460.0,4190.0,4190.0,4190.0,0.0
18,18,2016.04.15,3775.0,415.0,3565.0,3775.0,3565.0,310.0
19,19,2016.04.18,3400.0,375.0,3400.0,3400.0,3400.0,0.0
20,20,2016.04.19,3200.0,200.0,3200.0,3200.0,3200.0,38.0
21,21,2016.04.20,3680.0,480.0,2950.0,3680.0,2950.0,1010.0
22,22,2016.04.21,3815.0,135.0,3600.0,3815.0,3600.0,369.0
23,23,2016.04.22,3710.0,105.0,3710.0,3710.0,3710.0,0.0
24,24,2016.04.25,3800.0,90.0,3800.0,3800.0,3800.0,100.0
25,25,2016.04.26,3550.0,250.0,3550.0,3550.0,3550.0,0.0
26,26,2016.04.27,3390.0,160.0,3390.0,3390.0,3390.0,0.0
27,27,2016.04.28,3055.0,335.0,2885.0,3055.0,2885.0,800.0
28,28,2016.04.29,3100.0,45.0,3100.0,3100.0,3100.0,0.0
29,29,2016.05.02,3000.0,100.0,3000.0,3000.0,3000.0,100.0
30,30,2016.05.03,2965.0,35.0,2965.0,2965.0,2965.0,0.0
31,31,2016.05.04,2965.0,0.0,2800.0,2965.0,2800.0,800.0
