,index,date,close,diff,open,high,low,volume
0,0,2020.02.05,36550.0,850.0,37800.0,38050.0,35800.0,277627.0
1,1,2020.02.06,36300.0,250.0,36450.0,37700.0,36100.0,201042.0
2,2,2020.02.07,36050.0,250.0,36300.0,36550.0,35800.0,122927.0
3,3,2020.02.10,34500.0,1550.0,36000.0,36000.0,34350.0,141270.0
4,4,2020.02.11,35050.0,550.0,34550.0,35550.0,34050.0,177380.0
5,5,2020.02.12,36950.0,1900.0,35050.0,37400.0,35000.0,316311.0
6,6,2020.02.13,36450.0,500.0,37150.0,38350.0,35750.0,357634.0
7,7,2020.02.14,35250.0,1200.0,36150.0,36350.0,34550.0,262188.0
8,8,2020.02.17,34600.0,650.0,35250.0,35450.0,34550.0,94916.0
9,9,2020.02.18,34150.0,450.0,34600.0,34850.0,34000.0,84836.0
10,10,2020.02.19,33250.0,900.0,34250.0,34450.0,33050.0,129715.0
11,11,2020.02.20,33300.0,50.0,33350.0,34400.0,33150.0,126160.0
12,12,2020.02.21,31800.0,1500.0,32750.0,32900.0,31550.0,224542.0
13,13,2020.02.24,29700.0,2100.0,31000.0,31100.0,29600.0,171342.0
14,14,2020.02.25,30400.0,700.0,29600.0,31100.0,29600.0,117815.0
15,15,2020.02.26,29950.0,450.0,29600.0,30200.0,29300.0,77717.0
16,16,2020.02.27,29150.0,800.0,30200.0,30200.0,28600.0,132194.0
17,17,2020.02.28,26600.0,2550.0,28400.0,28600.0,26600.0,217384.0
18,18,2020.03.02,27000.0,400.0,26600.0,27050.0,26350.0,115704.0
19,19,2020.03.03,26850.0,150.0,27700.0,27850.0,26850.0,84634.0
20,20,2020.03.04,26350.0,500.0,26450.0,27000.0,26300.0,176523.0
21,21,2020.03.05,26700.0,350.0,26750.0,27250.0,26550.0,190604.0
22,22,2020.03.06,26000.0,700.0,26300.0,26500.0,25700.0,111092.0
23,23,2020.03.09,24200.0,1800.0,25450.0,25450.0,23900.0,196308.0
24,24,2020.03.10,24500.0,300.0,23350.0,24500.0,23350.0,117583.0
25,25,2020.03.11,23000.0,1500.0,24700.0,24900.0,22650.0,165757.0
26,26,2020.03.12,21250.0,1750.0,22600.0,22850.0,21000.0,158369.0
27,27,2020.03.13,19200.0,2050.0,19000.0,19800.0,17750.0,226797.0
28,28,2020.03.16,18050.0,1150.0,19400.0,19800.0,18050.0,133895.0
29,29,2020.03.17,17300.0,750.0,16600.0,18200.0,16600.0,174206.0
30,30,2020.03.18,16300.0,1000.0,17600.0,17800.0,16300.0,96629.0
31,31,2020.03.19,12800.0,3500.0,16600.0,16850.0,12400.0,280539.0
32,32,2020.03.20,13250.0,450.0,13350.0,13700.0,12700.0,219962.0
33,33,2020.03.23,12150.0,1100.0,12500.0,12650.0,12000.0,145541.0
34,34,2020.03.24,13200.0,1050.0,12450.0,13300.0,12250.0,175813.0
35,35,2020.03.25,15850.0,2650.0,13900.0,16100.0,13650.0,294662.0
36,36,2020.03.26,17450.0,1600.0,15850.0,18300.0,15700.0,306051.0
37,37,2020.03.27,18600.0,1150.0,18800.0,18950.0,17750.0,190792.0
38,38,2020.03.30,18600.0,0.0,17800.0,18850.0,17750.0,120372.0
39,39,2020.03.31,18350.0,250.0,19050.0,19250.0,18050.0,103679.0
40,40,2020.04.01,18200.0,150.0,18050.0,19450.0,17850.0,153383.0
41,41,2020.04.02,18750.0,550.0,18100.0,18800.0,17700.0,74375.0
42,42,2020.04.03,18700.0,50.0,18850.0,19800.0,18500.0,92446.0
43,43,2020.04.06,19450.0,750.0,18900.0,19500.0,18750.0,113774.0
44,44,2020.04.07,20300.0,850.0,20000.0,20650.0,19700.0,186412.0
45,45,2020.04.08,20650.0,350.0,20250.0,21650.0,19600.0,183359.0
46,46,2020.04.09,22350.0,1700.0,21150.0,22700.0,21000.0,218772.0
47,47,2020.04.10,27450.0,5100.0,22600.0,29050.0,22600.0,1745705.0
48,48,2020.04.13,25200.0,2250.0,26100.0,27000.0,25050.0,357488.0
49,49,2020.04.14,25600.0,400.0,25500.0,26550.0,25200.0,215255.0
